dataset,method,video_id,label,split,source_ids,group_id,path,bytes,frame_idx,frame_id,crop,crop_sha256,landmarks,landmarks_sha256
celebdfpp,FR-DaGAN,FR-DaGAN/id19_id27_0009,1,external,,FR-DaGAN/id19_id27_0009,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id19_id27_0009.mp4,88398,40,celebdfpp/FR-DaGAN/id19_id27_0009/000040,crops/celebdfpp/FR-DaGAN/id19_id27_0009/frame_000040.jpg,a39162f450c8ccdcc4749b2162fbfa49faa132844259f373001d28c88519f9cf,,
celebdfpp,FR-DaGAN,FR-DaGAN/id19_id27_0009,1,external,,FR-DaGAN/id19_id27_0009,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id19_id27_0009.mp4,88398,190,celebdfpp/FR-DaGAN/id19_id27_0009/000190,crops/celebdfpp/FR-DaGAN/id19_id27_0009/frame_000190.jpg,6399294ea20c64eac3d5987d665fa60aa5260b74828dcb793922d9af512f0874,,
celebdfpp,FR-DaGAN,FR-DaGAN/id19_id27_0009,1,external,,FR-DaGAN/id19_id27_0009,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id19_id27_0009.mp4,88398,200,celebdfpp/FR-DaGAN/id19_id27_0009/000200,crops/celebdfpp/FR-DaGAN/id19_id27_0009/frame_000200.jpg,a2199e86b3f70bbb9d8b2f1cccf70ee2466fac21d784c5f9fc29c2e925c3a271,,
celebdfpp,FR-DaGAN,FR-DaGAN/id19_id27_0009,1,external,,FR-DaGAN/id19_id27_0009,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id19_id27_0009.mp4,88398,230,celebdfpp/FR-DaGAN/id19_id27_0009/000230,crops/celebdfpp/FR-DaGAN/id19_id27_0009/frame_000230.jpg,c5bdab1d78638be06276aa228f5713e62611f6032eb8c1977d34a4ce0dcdf0cf,,
celebdfpp,FR-DaGAN,FR-DaGAN/id19_id27_0009,1,external,,FR-DaGAN/id19_id27_0009,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id19_id27_0009.mp4,88398,270,celebdfpp/FR-DaGAN/id19_id27_0009/000270,crops/celebdfpp/FR-DaGAN/id19_id27_0009/frame_000270.jpg,e08e342ff10a1f188d2abdca8f57599fcc54decb4d79aa94d4fbfdef8f3c6e16,,
celebdfpp,FR-DaGAN,FR-DaGAN/id20_id17_0006,1,external,,FR-DaGAN/id20_id17_0006,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id20_id17_0006.mp4,64396,10,celebdfpp/FR-DaGAN/id20_id17_0006/000010,crops/celebdfpp/FR-DaGAN/id20_id17_0006/frame_000010.jpg,df22ed7cbfac3ceea8b372523d6ff04f3e267e9631cee5ef7dbc2706eaad252b,,
celebdfpp,FR-DaGAN,FR-DaGAN/id20_id17_0006,1,external,,FR-DaGAN/id20_id17_0006,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id20_id17_0006.mp4,64396,50,celebdfpp/FR-DaGAN/id20_id17_0006/000050,crops/celebdfpp/FR-DaGAN/id20_id17_0006/frame_000050.jpg,fae2f58d4ecd5058954d52a6bc47c39fa8534f54ff7ef8c46658d8d2cd693bba,,
celebdfpp,FR-DaGAN,FR-DaGAN/id20_id17_0006,1,external,,FR-DaGAN/id20_id17_0006,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id20_id17_0006.mp4,64396,80,celebdfpp/FR-DaGAN/id20_id17_0006/000080,crops/celebdfpp/FR-DaGAN/id20_id17_0006/frame_000080.jpg,6320e30e2e70ca30437dba8235b1523796f2679712514f012d44be0bfe00329d,,
celebdfpp,FR-DaGAN,FR-DaGAN/id20_id17_0006,1,external,,FR-DaGAN/id20_id17_0006,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id20_id17_0006.mp4,64396,130,celebdfpp/FR-DaGAN/id20_id17_0006/000130,crops/celebdfpp/FR-DaGAN/id20_id17_0006/frame_000130.jpg,82a920eb3ae3b6d3860ecaedd774e7ffe222754b88f08f17fdf4031b01bd3195,,
celebdfpp,FR-DaGAN,FR-DaGAN/id20_id17_0006,1,external,,FR-DaGAN/id20_id17_0006,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id20_id17_0006.mp4,64396,150,celebdfpp/FR-DaGAN/id20_id17_0006/000150,crops/celebdfpp/FR-DaGAN/id20_id17_0006/frame_000150.jpg,28ad06d1c6d1b920a351445c7c73218d8bbacd3a3956eac3d01c23a6e9df0581,,
celebdfpp,FR-DaGAN,FR-DaGAN/id21_id38_0002,1,external,,FR-DaGAN/id21_id38_0002,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id21_id38_0002.mp4,108135,60,celebdfpp/FR-DaGAN/id21_id38_0002/000060,crops/celebdfpp/FR-DaGAN/id21_id38_0002/frame_000060.jpg,62415c931d510376e1d18b42fef25485b58d920c535557ea0168b3887854b458,,
celebdfpp,FR-DaGAN,FR-DaGAN/id21_id38_0002,1,external,,FR-DaGAN/id21_id38_0002,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id21_id38_0002.mp4,108135,80,celebdfpp/FR-DaGAN/id21_id38_0002/000080,crops/celebdfpp/FR-DaGAN/id21_id38_0002/frame_000080.jpg,5a1974e7d2fc6b7f79f07864b4611d2c1c21b3532997e8caac4100d0a96b0575,,
celebdfpp,FR-DaGAN,FR-DaGAN/id21_id38_0002,1,external,,FR-DaGAN/id21_id38_0002,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id21_id38_0002.mp4,108135,120,celebdfpp/FR-DaGAN/id21_id38_0002/000120,crops/celebdfpp/FR-DaGAN/id21_id38_0002/frame_000120.jpg,f545ec0a31fe983a293a47f209273ce035b6a09f9c7a768d7d180e5db2b003bb,,
celebdfpp,FR-DaGAN,FR-DaGAN/id21_id38_0002,1,external,,FR-DaGAN/id21_id38_0002,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id21_id38_0002.mp4,108135,160,celebdfpp/FR-DaGAN/id21_id38_0002/000160,crops/celebdfpp/FR-DaGAN/id21_id38_0002/frame_000160.jpg,f153cca7835057202610aa63527616770d937c7b51aeaf2f8169bfc25ef1d3ce,,
celebdfpp,FR-DaGAN,FR-DaGAN/id21_id38_0002,1,external,,FR-DaGAN/id21_id38_0002,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id21_id38_0002.mp4,108135,200,celebdfpp/FR-DaGAN/id21_id38_0002/000200,crops/celebdfpp/FR-DaGAN/id21_id38_0002/frame_000200.jpg,9890228bbe89ba0e16445c87e4cf1d59281353180012df7f86a5c427a6739324,,
celebdfpp,FR-DaGAN,FR-DaGAN/id30_id31_0009,1,external,,FR-DaGAN/id30_id31_0009,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id30_id31_0009.mp4,49568,10,celebdfpp/FR-DaGAN/id30_id31_0009/000010,crops/celebdfpp/FR-DaGAN/id30_id31_0009/frame_000010.jpg,009a4946c3c14557adf5a3c83fe48de84f1b1403341a50c315b6b430acd0f484,,
celebdfpp,FR-DaGAN,FR-DaGAN/id30_id31_0009,1,external,,FR-DaGAN/id30_id31_0009,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id30_id31_0009.mp4,49568,50,celebdfpp/FR-DaGAN/id30_id31_0009/000050,crops/celebdfpp/FR-DaGAN/id30_id31_0009/frame_000050.jpg,621dbd3e72bdf80961d9385661487a9a5a55b65e2c73ab1a2850e814b2615396,,
celebdfpp,FR-DaGAN,FR-DaGAN/id30_id31_0009,1,external,,FR-DaGAN/id30_id31_0009,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id30_id31_0009.mp4,49568,90,celebdfpp/FR-DaGAN/id30_id31_0009/000090,crops/celebdfpp/FR-DaGAN/id30_id31_0009/frame_000090.jpg,0426e3bd8f029140da540fa8671d8ede9cc779df94ab264505bd819f00465b8d,,
celebdfpp,FR-DaGAN,FR-DaGAN/id30_id31_0009,1,external,,FR-DaGAN/id30_id31_0009,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id30_id31_0009.mp4,49568,110,celebdfpp/FR-DaGAN/id30_id31_0009/000110,crops/celebdfpp/FR-DaGAN/id30_id31_0009/frame_000110.jpg,b032ab9f484231b20ad52aa8d278c89188127b50c87d716a7a346ced58f665a3,,
celebdfpp,FR-DaGAN,FR-DaGAN/id30_id31_0009,1,external,,FR-DaGAN/id30_id31_0009,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id30_id31_0009.mp4,49568,140,celebdfpp/FR-DaGAN/id30_id31_0009/000140,crops/celebdfpp/FR-DaGAN/id30_id31_0009/frame_000140.jpg,b5d3563ad5e9491bd589d2b1c646da25282cc6d2cf06e6bc9af2ccf2ab94d283,,
celebdfpp,FR-DaGAN,FR-DaGAN/id30_id34_0002,1,external,,FR-DaGAN/id30_id34_0002,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id30_id34_0002.mp4,49891,20,celebdfpp/FR-DaGAN/id30_id34_0002/000020,crops/celebdfpp/FR-DaGAN/id30_id34_0002/frame_000020.jpg,9d95b08c89a7c35a68843139190a7f182d0656cc1bbaef291bb00145a672ca96,,
celebdfpp,FR-DaGAN,FR-DaGAN/id30_id34_0002,1,external,,FR-DaGAN/id30_id34_0002,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id30_id34_0002.mp4,49891,30,celebdfpp/FR-DaGAN/id30_id34_0002/000030,crops/celebdfpp/FR-DaGAN/id30_id34_0002/frame_000030.jpg,a44bbdabe94dde52a84d2c6bf1eb121cba2123a0c59d32a2e3371ca31b474709,,
celebdfpp,FR-DaGAN,FR-DaGAN/id30_id34_0002,1,external,,FR-DaGAN/id30_id34_0002,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id30_id34_0002.mp4,49891,80,celebdfpp/FR-DaGAN/id30_id34_0002/000080,crops/celebdfpp/FR-DaGAN/id30_id34_0002/frame_000080.jpg,4fb09894411531d7b0323f6f1a8c91bc02735cee38fdb7864476922ef2562c60,,
celebdfpp,FR-DaGAN,FR-DaGAN/id30_id34_0002,1,external,,FR-DaGAN/id30_id34_0002,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id30_id34_0002.mp4,49891,100,celebdfpp/FR-DaGAN/id30_id34_0002/000100,crops/celebdfpp/FR-DaGAN/id30_id34_0002/frame_000100.jpg,84b5bde87be4221670d1e9a3d391baa90b2800c07f03d4910a637fcbd7ec09d6,,
celebdfpp,FR-DaGAN,FR-DaGAN/id30_id34_0002,1,external,,FR-DaGAN/id30_id34_0002,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id30_id34_0002.mp4,49891,120,celebdfpp/FR-DaGAN/id30_id34_0002/000120,crops/celebdfpp/FR-DaGAN/id30_id34_0002/frame_000120.jpg,16d6d0101bad0d0efed055825bcd1661bf67761fa079d821c4675d4218aa8178,,
celebdfpp,FR-DaGAN,FR-DaGAN/id30_id9_0001,1,external,,FR-DaGAN/id30_id9_0001,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id30_id9_0001.mp4,141805,0,celebdfpp/FR-DaGAN/id30_id9_0001/000000,crops/celebdfpp/FR-DaGAN/id30_id9_0001/frame_000000.jpg,4d06be7a8d3f78c0c97971ceaad06ddea326973110d366e9f99fcc7f3b78fffd,,
celebdfpp,FR-DaGAN,FR-DaGAN/id30_id9_0001,1,external,,FR-DaGAN/id30_id9_0001,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id30_id9_0001.mp4,141805,320,celebdfpp/FR-DaGAN/id30_id9_0001/000320,crops/celebdfpp/FR-DaGAN/id30_id9_0001/frame_000320.jpg,8298c7f6cf210f6282278919b9dc914d1ef2a7f9df694be57f4aa716109af322,,
celebdfpp,FR-DaGAN,FR-DaGAN/id30_id9_0001,1,external,,FR-DaGAN/id30_id9_0001,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id30_id9_0001.mp4,141805,330,celebdfpp/FR-DaGAN/id30_id9_0001/000330,crops/celebdfpp/FR-DaGAN/id30_id9_0001/frame_000330.jpg,547253624bea88f06b20c1a357fcf97a25e46fc411cc985b5b03aff9d64860a9,,
celebdfpp,FR-DaGAN,FR-DaGAN/id30_id9_0001,1,external,,FR-DaGAN/id30_id9_0001,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id30_id9_0001.mp4,141805,340,celebdfpp/FR-DaGAN/id30_id9_0001/000340,crops/celebdfpp/FR-DaGAN/id30_id9_0001/frame_000340.jpg,43aacb95626166648295cfb2b19c99680fe93d56f71536235c8e5a9882c02936,,
celebdfpp,FR-DaGAN,FR-DaGAN/id30_id9_0001,1,external,,FR-DaGAN/id30_id9_0001,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id30_id9_0001.mp4,141805,420,celebdfpp/FR-DaGAN/id30_id9_0001/000420,crops/celebdfpp/FR-DaGAN/id30_id9_0001/frame_000420.jpg,37dfbaf64b97e3d46d352342b39b1c940707883fa3078ba77e980f8c1f4c05c8,,
celebdfpp,FR-DaGAN,FR-DaGAN/id33_id32_0000,1,external,,FR-DaGAN/id33_id32_0000,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id33_id32_0000.mp4,95727,80,celebdfpp/FR-DaGAN/id33_id32_0000/000080,crops/celebdfpp/FR-DaGAN/id33_id32_0000/frame_000080.jpg,9d886308673bfc417da522927eecb704038089cf70355dfbbb43e4b477431f1a,,
celebdfpp,FR-DaGAN,FR-DaGAN/id33_id32_0000,1,external,,FR-DaGAN/id33_id32_0000,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id33_id32_0000.mp4,95727,100,celebdfpp/FR-DaGAN/id33_id32_0000/000100,crops/celebdfpp/FR-DaGAN/id33_id32_0000/frame_000100.jpg,5606b44df7a2ad199c665707abc9b70a3078cc810251ddb625a2a121a078b049,,
celebdfpp,FR-DaGAN,FR-DaGAN/id33_id32_0000,1,external,,FR-DaGAN/id33_id32_0000,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id33_id32_0000.mp4,95727,110,celebdfpp/FR-DaGAN/id33_id32_0000/000110,crops/celebdfpp/FR-DaGAN/id33_id32_0000/frame_000110.jpg,dccc1de42ff6ccb64da78126673a7cde0b4f8cb2d07d695118a510eea285ea7f,,
celebdfpp,FR-DaGAN,FR-DaGAN/id33_id32_0000,1,external,,FR-DaGAN/id33_id32_0000,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id33_id32_0000.mp4,95727,130,celebdfpp/FR-DaGAN/id33_id32_0000/000130,crops/celebdfpp/FR-DaGAN/id33_id32_0000/frame_000130.jpg,950df01887f94dc30ec1402f9c401f55afeb81c3b054761d3f73aa199a2e91ed,,
celebdfpp,FR-DaGAN,FR-DaGAN/id33_id32_0000,1,external,,FR-DaGAN/id33_id32_0000,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id33_id32_0000.mp4,95727,190,celebdfpp/FR-DaGAN/id33_id32_0000/000190,crops/celebdfpp/FR-DaGAN/id33_id32_0000/frame_000190.jpg,dec810fc5e926c69783f50f56e9f53d39dc5d9d0bdf71fd6e68237f5fe78830f,,
celebdfpp,FR-DaGAN,FR-DaGAN/id34_id29_0007,1,external,,FR-DaGAN/id34_id29_0007,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id34_id29_0007.mp4,147159,110,celebdfpp/FR-DaGAN/id34_id29_0007/000110,crops/celebdfpp/FR-DaGAN/id34_id29_0007/frame_000110.jpg,07801ea8d1d9558787f3ea2213f51c07740530805e714a7d1fd56abf4ed3fc8a,,
celebdfpp,FR-DaGAN,FR-DaGAN/id34_id29_0007,1,external,,FR-DaGAN/id34_id29_0007,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id34_id29_0007.mp4,147159,140,celebdfpp/FR-DaGAN/id34_id29_0007/000140,crops/celebdfpp/FR-DaGAN/id34_id29_0007/frame_000140.jpg,edd2b8eca02fa82dac24ccaf2b49bd68d0e4fc6340d5af7baab0d439422f2230,,
celebdfpp,FR-DaGAN,FR-DaGAN/id34_id29_0007,1,external,,FR-DaGAN/id34_id29_0007,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id34_id29_0007.mp4,147159,180,celebdfpp/FR-DaGAN/id34_id29_0007/000180,crops/celebdfpp/FR-DaGAN/id34_id29_0007/frame_000180.jpg,248f7c99428b7680f2d1fb78608d9f5b5a67f88c6892abc0ea5d76f80a5ade7a,,
celebdfpp,FR-DaGAN,FR-DaGAN/id34_id29_0007,1,external,,FR-DaGAN/id34_id29_0007,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id34_id29_0007.mp4,147159,260,celebdfpp/FR-DaGAN/id34_id29_0007/000260,crops/celebdfpp/FR-DaGAN/id34_id29_0007/frame_000260.jpg,d51a904781ae3e04b890d0823898486fccfd16a7f0c2e38bf0039c407ef0bd1e,,
celebdfpp,FR-DaGAN,FR-DaGAN/id34_id29_0007,1,external,,FR-DaGAN/id34_id29_0007,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id34_id29_0007.mp4,147159,280,celebdfpp/FR-DaGAN/id34_id29_0007/000280,crops/celebdfpp/FR-DaGAN/id34_id29_0007/frame_000280.jpg,07c5c4befe37058cfac93a0f89c493624260f1366f89f9a796da05bc29c26ef5,,
celebdfpp,FR-DaGAN,FR-DaGAN/id3_id28_0002,1,external,,FR-DaGAN/id3_id28_0002,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id3_id28_0002.mp4,61953,10,celebdfpp/FR-DaGAN/id3_id28_0002/000010,crops/celebdfpp/FR-DaGAN/id3_id28_0002/frame_000010.jpg,8bbb16aa55d9908ae24a6ef88787447392535af4636ed044acd8cda49cd243a6,,
celebdfpp,FR-DaGAN,FR-DaGAN/id3_id28_0002,1,external,,FR-DaGAN/id3_id28_0002,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id3_id28_0002.mp4,61953,80,celebdfpp/FR-DaGAN/id3_id28_0002/000080,crops/celebdfpp/FR-DaGAN/id3_id28_0002/frame_000080.jpg,4d6c1453f6626749464bf9569b50efacf7988c809adc522de850a2ffe9bd24b7,,
celebdfpp,FR-DaGAN,FR-DaGAN/id3_id28_0002,1,external,,FR-DaGAN/id3_id28_0002,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id3_id28_0002.mp4,61953,100,celebdfpp/FR-DaGAN/id3_id28_0002/000100,crops/celebdfpp/FR-DaGAN/id3_id28_0002/frame_000100.jpg,2d6d21d26fc23fe78be96bd4fd26cac7c6d5158c1797919af87892007cbfed3c,,
celebdfpp,FR-DaGAN,FR-DaGAN/id3_id28_0002,1,external,,FR-DaGAN/id3_id28_0002,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id3_id28_0002.mp4,61953,140,celebdfpp/FR-DaGAN/id3_id28_0002/000140,crops/celebdfpp/FR-DaGAN/id3_id28_0002/frame_000140.jpg,489e19ce67ce1d0c9bd4c9917094678533b03fe9e6746c7fa74a34fc5614dd81,,
celebdfpp,FR-DaGAN,FR-DaGAN/id3_id28_0002,1,external,,FR-DaGAN/id3_id28_0002,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id3_id28_0002.mp4,61953,150,celebdfpp/FR-DaGAN/id3_id28_0002/000150,crops/celebdfpp/FR-DaGAN/id3_id28_0002/frame_000150.jpg,8fe3b74898bdb6430a4e93941e21d98b2125a1a0a85931a310a40da20453cf11,,
celebdfpp,FR-DaGAN,FR-DaGAN/id43_id39_0000,1,external,,FR-DaGAN/id43_id39_0000,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id43_id39_0000.mp4,88297,60,celebdfpp/FR-DaGAN/id43_id39_0000/000060,crops/celebdfpp/FR-DaGAN/id43_id39_0000/frame_000060.jpg,0a65ab6e1603f414a1795515535413cac113f7680952701440f3478fd374ff49,,
celebdfpp,FR-DaGAN,FR-DaGAN/id43_id39_0000,1,external,,FR-DaGAN/id43_id39_0000,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id43_id39_0000.mp4,88297,80,celebdfpp/FR-DaGAN/id43_id39_0000/000080,crops/celebdfpp/FR-DaGAN/id43_id39_0000/frame_000080.jpg,ad7c66f4ba7b50febeaccf5732810b745046b7ccefc852ebaa830429f7b72dec,,
celebdfpp,FR-DaGAN,FR-DaGAN/id43_id39_0000,1,external,,FR-DaGAN/id43_id39_0000,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id43_id39_0000.mp4,88297,90,celebdfpp/FR-DaGAN/id43_id39_0000/000090,crops/celebdfpp/FR-DaGAN/id43_id39_0000/frame_000090.jpg,9bbf98f89244661cbfee675ea4eefc25a6739314d19d9d39c007ed25d9cf5fc1,,
celebdfpp,FR-DaGAN,FR-DaGAN/id43_id39_0000,1,external,,FR-DaGAN/id43_id39_0000,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id43_id39_0000.mp4,88297,120,celebdfpp/FR-DaGAN/id43_id39_0000/000120,crops/celebdfpp/FR-DaGAN/id43_id39_0000/frame_000120.jpg,9a902a8d147370684c76d143d2ce84d0fd14490a8374c036a45ff425e73b27f6,,
celebdfpp,FR-DaGAN,FR-DaGAN/id43_id39_0000,1,external,,FR-DaGAN/id43_id39_0000,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id43_id39_0000.mp4,88297,290,celebdfpp/FR-DaGAN/id43_id39_0000/000290,crops/celebdfpp/FR-DaGAN/id43_id39_0000/frame_000290.jpg,641b94babf808c0ffd37c00d4114387c5e7cf7d19dae4bd71cad14e2f68c1b44,,
celebdfpp,FR-DaGAN,FR-DaGAN/id45_id39_0005,1,external,,FR-DaGAN/id45_id39_0005,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id45_id39_0005.mp4,100180,10,celebdfpp/FR-DaGAN/id45_id39_0005/000010,crops/celebdfpp/FR-DaGAN/id45_id39_0005/frame_000010.jpg,76d8a82a58da3fef91f3d8a1c476df785e54a8533ff7c2ee5902b910d9c7d63e,,
celebdfpp,FR-DaGAN,FR-DaGAN/id45_id39_0005,1,external,,FR-DaGAN/id45_id39_0005,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id45_id39_0005.mp4,100180,40,celebdfpp/FR-DaGAN/id45_id39_0005/000040,crops/celebdfpp/FR-DaGAN/id45_id39_0005/frame_000040.jpg,4bef24f109999c25953923649bbd6dfc97161474dc9ecd97d0d45ca11a0f75da,,
celebdfpp,FR-DaGAN,FR-DaGAN/id45_id39_0005,1,external,,FR-DaGAN/id45_id39_0005,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id45_id39_0005.mp4,100180,70,celebdfpp/FR-DaGAN/id45_id39_0005/000070,crops/celebdfpp/FR-DaGAN/id45_id39_0005/frame_000070.jpg,c8576977589cb43997c8c461db964671cd194c0ead9fb7bc30fee51f8b7e339e,,
celebdfpp,FR-DaGAN,FR-DaGAN/id45_id39_0005,1,external,,FR-DaGAN/id45_id39_0005,celebdfpp/Celeb-synthesis/FaceReenact/DaGAN/id45_id39_0005.mp4,100180,180,celebdfpp/FR-DaGAN/id45_id39_0005/000180,crops/celebdfpp/FR-DaGAN/id45_id39_0005/frame_000180.jpg,f7dc760fd7b4421e3b4e4fc5bd961d716c3a32622fca0b8331e5f6e9ee72ce08,,
